Questions,Queries
What is the consensus among critics about the movie One Night of Love?,"db.movies.find({""title"": ""One Night of Love""}, { ""tomatoes.consensus"": 1})"
what sort of movie is Les Misèrables?,"db.movies.find({""title"": ""Les Misèrables""}, {""genres"": 1})"
who produced the film Mayerling?,"db.movies.find({""title"":""Mayerling""}, {""tomatoes.production"":1})"
What is the running time of the movie Flesh and the Devil?,"db.movies.find({""title"":""Flesh and the Devil""}, {""runtime"":1})"
what is Storm Over Asia about in details?,"db.movies.find({""title"": ""Storm Over Asia""}, {""fullplot"": 1})"
What is the running time of The Trail of the Lonesome Pine?,"db.movies.find({""title"":""The Trail of the Lonesome Pine""}, {""runtime"":1})"
what is the full plot for Fury?,"db.movies.find({""title"": ""Fury""}, {""fullplot"": 1})"
the film In the Land of the Head Hunters starred who?,"db.movies.find({""title"": ""In the Land of the Head Hunters""}, {""cast"": 1})"
what is the genre for the movie The Green Pastures?,"db.movies.find({""title"": ""The Green Pastures""}, {""genres"": 1})"
who acted in the film The Barretts of Wimpole Street?,"db.movies.find({""title"": ""The Barretts of Wimpole Street""}, {""cast"": 1})"
who stars in the movie Children in the Wind?,"db.movies.find({""title"": ""Children in the Wind""}, {""cast"": 1})"
what type of movie is The Trail of the Lonesome Pine?,"db.movies.find({""title"": ""The Trail of the Lonesome Pine""}, {""genres"": 1})"
who produced the movie Beau Geste?,"db.movies.find({""title"":""Beau Geste""}, {""tomatoes.production"":1})"
How many reviews did the movie Now or Never receive on Rotten Tomatoes?,"db.movies.find({""title"":""Now or Never""}, {""tomatoes.viewer.numReviews"": 1,""tomatoes.critic.numReviews"":1})"
What is the production company behind the movie x?,"db.movies.find({""title"": ""Bad Girl""}, { ""tomatoes.production"": 1})"
What is the plot summary of the movie China Seas ?,"db.movies.find({ ""title"": ""China Seas"" }, { ""plot"": 1})"
What is the ID of the movie Carnival in Flanders on IMDB?,"db.movies.find({""title"": ""Carnival in Flanders""}, {""imdb.id"": 1})"
What is the audience rating of the movie Becky Sharp ?,"db.movies.find({ ""title"": ""Becky Sharp"" },{ ""tomatoes.viewer.rating"": 1 })"
"In Roberto Rossellini's directed movies, which actor has made the most appearances?","db.movies.aggregate([ { ""$match"": { ""directors"": ""Roberto Rossellini"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
Grand Hotel is a film written by this person?,"db.movies.find({""title"": ""Grand Hotel""}, {""writers"": 1})"
what is the film Storm Over Asia about in details?,"db.movies.find({""title"": ""Storm Over Asia""}, {""fullplot"": 1})"
What is the freshness score of the movie Foolish Wives on Rotten Tomatoes?,"db.movies.find({""title"": ""Foolish Wives""}, {""tomatoes.fresh"": 1})"
In which countries was the movie The Kid produced?,"db.movies.find({""title"":""The Kid""}, {""countries"":1})"
what sort of film is Black Fury?,"db.movies.find({""title"": ""Black Fury""}, {""genres"": 1})"
who wrote the screenplay for The Chechahcos?,"db.movies.aggregate([ { ""$match"": { ""title"":""The Chechahcos""} }, { ""$project"": { ""_id"": 0, ""writers"": {""$filter"": { ""input"": ""$writers"", ""as"": ""writer"", ""cond"": { ""$regexMatch"": { ""input"": ""$$writer"", ""regex"": ""screenplay"", ""options"":""i"" } } } } } }])"
What is the production company behind the movie Traffic in Souls ?,"db.movies.find({""title"": ""Traffic in Souls""}, { ""tomatoes.production"": 1})"
What is the box office revenue of the movie The Gold Rush ?,"db.movies.find({""title"": ""The Gold Rush""}, { ""tomatoes.boxOffice"": 1})"
How many movies were directed by Ethan Coen?,"db.movies.countDocuments({""directors"":""Ethan Coen""})"
what sort of movie is A Woman of Paris: A Drama of Fate?,"db.movies.find({""title"": ""A Woman of Paris: A Drama of Fate""}, {""genres"": 1})"
What is the Rotten Tomatoes meter rating for the movie Folies Bergère de Paris ?,"db.movies.find({""title"":""Folies Bergère de Paris""}, {""tomatoes.viewer.meter"": 1,""tomatoes.critic.meter"":1})"
can you describe the plot of The Kid?,"db.movies.find({""title"": ""The Kid""}, {""plot"": 1})"
who wrote the screenplay for the film Gertie the Dinosaur?,"db.movies.aggregate([ { ""$match"": { ""title"":""Gertie the Dinosaur""} }, { ""$project"": { ""_id"": 0, ""writers"": {""$filter"": { ""input"": ""$writers"", ""as"": ""writer"", ""cond"": { ""$regexMatch"": { ""input"": ""$$writer"", ""regex"": ""screenplay"", ""options"":""i"" } } } } } }])"
how many awards did the film Greed win?,"db.movies.find({""title"":""Greed""}, {""awards.wins"":1})"
who was The Gay Divorcee directed by?,"db.movies.find({""title"": ""The Gay Divorcee""}, {""directors"": 1})"
what is the plot for The Invisible Ray?,"db.movies.find({""title"": ""The Invisible Ray""}, {""plot"": 1})"
What is the percentage of positive reviews among critics for the movie The Son of the Sheik ?,"db.movies.find({ ""title"": ""The Son of the Sheik"" },{ ""tomatoes.critic.meter"": 1 })"
who was the writer of the movie Blacksmith Scene?,"db.movies.find({""title"": ""Blacksmith Scene""}, {""writers"": 1})"
What is the ID of the movie Folies Bergère de Paris on IMDB?,"db.movies.find({""title"": ""Folies Bergère de Paris""}, {""imdb.id"": 1})"
Can you provide more information about the Rotten Tomatoes rating for the movie Trouble in Paradise?,"db.movies.find({""title"": ""Trouble in Paradise""}, { ""tomatoes.critic"": 1, ""tomatoes.viewer"": 1, ""tomatoes.consensus"": 1 })"
"In Ethan Coen's directed movies, which actor has made the most appearances?","db.movies.aggregate([ { ""$match"": { ""directors"": ""Ethan Coen"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
When was the movie Dekigokoro released?,"db.movies.find({""title"":""Dekigokoro""}, {""released"":1})"
What is the full plot summary of the movie Anna Karenina ?,"db.movies.find({""title"": ""Anna Karenina""}, {""plot"": 1})"
What is the IMDb rating for the movie The Pearls of the Crown ?,"db.movies.find({""title"":""The Pearls of the Crown""}, {""imdb.rating"":1})"
who is the writer of the film A Woman of Paris: A Drama of Fate?,"db.movies.find({""title"": ""A Woman of Paris: A Drama of Fate""}, {""writers"": 1})"
who is the writer of the movie Theodora Goes Wild?,"db.movies.find({""title"": ""Theodora Goes Wild""}, {""writers"": 1})"
who was The Docks of New York written by?,"db.movies.find({""title"": ""The Docks of New York""}, {""writers"": 1})"
can you describe the plot of Children in the Wind?,"db.movies.find({""title"": ""Children in the Wind""}, {""plot"": 1})"
what genre is the movie Napoleon?,"db.movies.find({""title"": ""Napoleon""}, {""genres"": 1})"
Who are the actors in the movie Gertie the Dinosaur?,"db.movies.find({""title"":""Gertie the Dinosaur""}, {""cast"":1})"
When was the movie The New Gulliver released in theaters?,"db.movies.find({""title"": ""The New Gulliver""}, {""released"": 1})"
"Has The Immigrant won any awards? If so, which ones?","db.movies.find({""title"":""The Immigrant"",""awards.wins"": {""$gt"": 0}}, {""awards.text"": 1})"
what genre is Asphalt?,"db.movies.find({""title"": ""Asphalt""}, {""genres"": 1})"
What is the IMDb rating for the movie The Trail of the Lonesome Pine ?,"db.movies.find({""title"":""The Trail of the Lonesome Pine""}, {""imdb.rating"":1})"
who stars in the film Beau Geste?,"db.movies.find({""title"": ""Beau Geste""}, {""cast"": 1})"
Can you provide a detailed summary of the movie Captains Courageous plot?,"db.movies.find({ ""title"": ""Captains Courageous"" }, { ""fullplot"": 1})"
who stars in the movie Applause?,"db.movies.find({""title"": ""Applause""}, {""cast"": 1})"
Was the movie The Music Box well received by audiences and critics?,"db.movies.find({""title"":""The Music Box""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
What is the IMDb ID for the movie The 3 Penny Opera?,"db.movies.find({""title"":""The 3 Penny Opera""}, {""imdb.id"":1})"
How many audience reviews have been submitted for the movie The Son of the Sheik ?,"db.movies.find({ ""title"": ""The Son of the Sheik"" },{ ""tomatoes.viewer.numReviews"": 1 })"
"Has the film Topaze won any awards? If so, which ones?","db.movies.find({""title"":""Topaze"",""awards.wins"": {""$gt"": 0}}, {""awards.text"": 1})"
What type of movie is Viva Villa! ?,"db.movies.find({""title"":""Viva Villa!""}, {""genres"":1})"
What is the website associated with the movie A Corner in Wheat on Rotten Tomatoes?,"db.movies.find({""title"": ""A Corner in Wheat""}, {""tomatoes.website"": 1})"
who was the writer of the film The Pearls of the Crown?,"db.movies.find({""title"": ""The Pearls of the Crown""}, {""writers"": 1})"
What languages are spoken in the movie Civilization ?,"db.movies.find({""title"": ""Civilization""}, { ""languages"": 1})"
can you describe the plot of Our Hospitality?,"db.movies.find({""title"": ""Our Hospitality""}, {""plot"": 1})"
What is the production company of Four Sons?,"db.movies.find({""title"":""Four Sons""}, {""tomatoes.production"":1})"
who is listed as director for The Strong Man?,"db.movies.find({""title"": ""The Strong Man""}, {""directors"": 1})"
Who are the main actors/actresses in the movie Three Little Pigs?,"db.movies.find({""title"":""Three Little Pigs""}, {""cast"":1})"
In what year was the movie Queen Kelly released?,"db.movies.find({""title"":""Queen Kelly""}, {""year"":1})"
What is the production company behind the movie The Devil to Pay! ?,"db.movies.find({""title"": ""The Devil to Pay!""}, { ""tomatoes.production"": 1})"
what was the genre of the film Imitation of Life?,"db.movies.find({""title"": ""Imitation of Life""}, {""genres"": 1})"
What is the rating of the movie Flash Gordon ?,"db.movies.find({ ""title"": ""Flash Gordon"" }, { ""rated"": 1})"
How did the audience and critics receive the film Storm Over Asia?,"db.movies.find({""title"":""Storm Over Asia""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
the film Three Ages starred who?,"db.movies.find({""title"": ""Three Ages""}, {""cast"": 1})"
In what year was the movie Movie Crazy released?,"db.movies.find({""title"":""Movie Crazy""}, {""year"":1})"
What is the IMDb rating for Steamboat Willie?,"db.movies.find({""title"": ""Steamboat Willie""}, {""imdb.rating"": 1})"
who produced He Who Gets Slapped?,"db.movies.find({""title"":""He Who Gets Slapped""}, {""tomatoes.production"":1})"
who acted in the movie Flying Down to Rio?,"db.movies.find({""title"": ""Flying Down to Rio""}, {""cast"": 1})"
how has Street Angel been recieved by critics and audience?,"db.movies.find({""title"":""Street Angel""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
who is the writer of the film The Ghost Goes West?,"db.movies.find({""title"": ""The Ghost Goes West""}, {""writers"": 1})"
Can you inform me of the Claude Chabrol movie with the shortest duration?,"db.movies.find({""directors"":""Claude Chabrol""}, {""title"": 1, ""runtime"": 1}).sort({""runtime"": 1}).limit(1)"
"Has the movie Metropolis won any awards? If so, which ones?","db.movies.find({""title"":""Metropolis"",""awards.wins"": {""$gt"": 0}}, {""awards.text"": 1})"
What was the release date for the movie Three Little Pigs?,"db.movies.find({""title"":""Three Little Pigs""}, {""released"":1})"
What languages are spoken in the movie Tarzan the Ape Man?,"db.movies.find({""title"":""Tarzan the Ape Man""}, {""languages"":1})"
what type of movie is Foolish Wives?,"db.movies.find({""title"": ""Foolish Wives""}, {""genres"": 1})"
the film Nosferatu was directed by who?,"db.movies.find({""title"": ""Nosferatu""}, {""directors"": 1})"
what is the full plot for The World Moves On?,"db.movies.find({""title"": ""The World Moves On""}, {""fullplot"": 1})"
Who is the lead actress of the movie Tsirk ?,"db.movies.find({""title"": ""Tsirk""}, {""cast"":{""$slice"": 1},""title"":1})"
who is the director of Dekigokoro?,"db.movies.find({""title"": ""Dekigokoro""}, {""directors"": 1})"
"Has He Who Gets Slapped won any awards? If so, which ones?","db.movies.find({""title"":""He Who Gets Slapped"",""awards.wins"": {""$gt"": 0}}, {""awards.text"": 1})"
Can you provide more information about the IMDb rating for the movie Swedenhielms Family ?,"db.movies.find({""title"":""Swedenhielms Family""}, {""imdb"":1})"
what is The Ace of Hearts about?,"db.movies.find({""title"": ""The Ace of Hearts""}, {""plot"": 1})"
What is the movie The Immigrant about? Can you provide a brief summary?,"db.movies.find({""title"":""The Immigrant""}, {""plot"":1})"
City Lights is written by this person?,"db.movies.find({""title"": ""City Lights""}, {""writers"": 1})"
What are the genres this movie Upstream belongs to?,"db.movies.find({""title"":""Upstream""}, {""genres"":1})"
who starred in the movie Curly Top?,"db.movies.find({""title"": ""Curly Top""}, {""cast"": 1})"
what year was the movie La Grande Illusion released?,"db.movies.find({""title"": ""La Grande Illusion""}, {""year"": 1})"
who is the author of The Trail of the Lonesome Pine?,"db.movies.find({""title"": ""The Trail of the Lonesome Pine""}, {""writers"": 1})"
Can you provide more information about the languages spoken in the movie Queen Christina ?,"db.movies.find({""title"":""Queen Christina""}, {""languages"":1})"
Can you tell me how many movies Jean Renoir directed for each year they were released?,"db.movies.aggregate([{ $match: { ""directors"": ""Jean Renoir"" }},{""$group"": { ""_id"": ""$year"", ""count"": {""$sum"": 1}}}])"
what is the plot for the movie Kid Galahad?,"db.movies.find({""title"": ""Kid Galahad""}, {""plot"": 1})"
who wrote the screenplay for Dishonored?,"db.movies.aggregate([ { ""$match"": { ""title"":""Dishonored""} }, { ""$project"": { ""_id"": 0, ""writers"": {""$filter"": { ""input"": ""$writers"", ""as"": ""writer"", ""cond"": { ""$regexMatch"": { ""input"": ""$$writer"", ""regex"": ""screenplay"", ""options"":""i"" } } } } } }])"
When was the movie Dante's Inferno released?,"db.movies.find({""title"":""Dante's Inferno""}, {""released"":1})"
"the film My Man Godfrey,  was written by who?","db.movies.find({""title"": ""My Man Godfrey""}, {""writers"": 1})"
What is the MPAA rating of the film Roberta?,"db.movies.find({""title"":""Roberta""}, {""rated"":1})"
How long is the runtime of the movie They Won't Forget ?,"db.movies.find({""title"":""They Won't Forget""}, {""runtime"":1})"
who was the film The Jazz Singer written by?,"db.movies.find({""title"": ""The Jazz Singer""}, {""writers"": 1})"
who was Maria Chapdelaine written by?,"db.movies.find({""title"": ""Maria Chapdelaine""}, {""writers"": 1})"
