Questions,Queries
how many awards did Sisters of the Gion win?,"db.movies.find({""title"":""Sisters of the Gion""}, {""awards.wins"":1})"
How many reviews have been submitted by critics for the movie Rembrandt?,"db.movies.find({ ""title"": ""Rembrandt"" }, { ""tomatoes.critic.numReviews"": 1 })"
Was the movie Tarzan the Ape Man well received by audiences and critics?,"db.movies.find({""title"":""Tarzan the Ape Man""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
which person wrote the film College?,"db.movies.find({""title"": ""College""}, {""writers"": 1})"
What is the full plot summary of the movie Disraeli ?,"db.movies.find({""title"": ""Disraeli""}, {""plot"": 1})"
In what year was the movie The Beloved Vagabond released ?,"db.movies.find({ ""title"": ""The Beloved Vagabond"" }, { ""year"": 1})"
What is the average rating of all of Robert Bresson movies in the database?,"db.movies.aggregate([{""$match"": {""directors"":""Robert Bresson""}}, {""$group"": { ""_id"":""null"", ""avgRating"": {""$avg"": ""$imdb.rating""}}}])"
what is the genre for the film City Streets?,"db.movies.find({""title"": ""City Streets""}, {""genres"": 1})"
Who are the main actors in Scarface ?,"db.movies.find({ ""title"": ""Scarface"" }, { ""cast"": 1})"
what was the release year of the movie The Gold Rush?,"db.movies.find({""title"": ""The Gold Rush""}, {""year"": 1})"
When was the information about the movie Carnival in Flanders last updated?,"db.movies.find({ ""title"": ""Carnival in Flanders"" }, { ""lastupdated"": 1})"
What is the box office revenue of the movie I Am a Fugitive from a Chain Gang in dollars?,"db.movies.find({""title"": ""I Am a Fugitive from a Chain Gang""}, {""tomatoes.boxOffice"": 1})"
what is the full plot for the film The Thin Man?,"db.movies.find({""title"": ""The Thin Man""}, {""fullplot"": 1})"
who was the writer of the movie The Awful Truth?,"db.movies.find({""title"": ""The Awful Truth""}, {""writers"": 1})"
What is the Rotten Tomatoes meter rating for the movie Sunrise ?,"db.movies.find({""title"":""Sunrise""}, {""tomatoes.viewer.meter"": 1,""tomatoes.critic.meter"":1})"
What is the ID of the movie Cleopatra on IMDB?,"db.movies.find({""title"": ""Cleopatra""}, {""imdb.id"": 1})"
What is the box office revenue of the movie Tsirk in dollars?,"db.movies.find({""title"": ""Tsirk""}, {""tomatoes.boxOffice"": 1})"
What is the language of the film Under the Roofs of Paris?,"db.movies.find({""title"":""Under the Roofs of Paris""}, {""languages"":1})"
Who are the main actors/actresses in the movie Frankenstein?,"db.movies.find({""title"":""Frankenstein""}, {""cast"":1})"
What is the Rotten Tomatoes meter rating for the movie Nosferatu ?,"db.movies.find({""title"":""Nosferatu""}, {""tomatoes.viewer.meter"": 1,""tomatoes.critic.meter"":1})"
What is the language of the film Lonesome?,"db.movies.find({""title"":""Lonesome""}, {""languages"":1})"
What is the number of movies Jean Renoir released per year?,"db.movies.aggregate([{ $match: { ""directors"": ""Jean Renoir"" }},{""$group"": { ""_id"": ""$year"", ""count"": {""$sum"": 1}}}])"
When was the Tomatometer score and other Tomato-related information last updated for the movie The Land Beyond the Sunset?,"db.movies.find({""title"": ""The Land Beyond the Sunset""}, { ""tomatoes.lastUpdated"": 1})"
What is the production company of the film The Trail of the Lonesome Pine?,"db.movies.find({""title"":""The Trail of the Lonesome Pine""}, {""tomatoes.production"":1})"
Who are the writers of the movie Anthony Adverse ?,"db.movies.find({""title"": ""Anthony Adverse""}, { ""writers"": 1})"
How many reviews have been submitted for the movie Cops on Rotten Tomatoes?,"db.movies.find({ ""title"": ""Cops"" },{ ""tomatoes.viewer.numReviews"": 1 })"
How many reviews did the movie Flesh and the Devil receive on Rotten Tomatoes?,"db.movies.find({""title"":""Flesh and the Devil""}, {""tomatoes.viewer.numReviews"": 1,""tomatoes.critic.numReviews"":1})"
who directed Regeneration?,"db.movies.find({""title"": ""Regeneration""}, {""directors"": 1})"
what is the plot for the movie Swing Time?,"db.movies.find({""title"": ""Swing Time""}, {""plot"": 1})"
what is the full plot for the movie Dracula?,"db.movies.find({""title"": ""Dracula""}, {""fullplot"": 1})"
Which movies from the 1990s were directed by Wes Anderson?,"db.movies.find({""directors"": 'Wes Anderson', ""year"": {""$gte"": 1990, ""$lt"": 2000}})"
who was the writer of the film Toni?,"db.movies.find({""title"": ""Toni""}, {""writers"": 1})"
What is the audience rating of the movie The Italian ?,"db.movies.find({ ""title"": ""The Italian"" },{ ""tomatoes.viewer.rating"": 1 })"
who starred in King Solomon's Mines?,"db.movies.find({""title"": ""King Solomon's Mines""}, {""cast"": 1})"
who stars in the movie Mèdchen in Uniform?,"db.movies.find({""title"": ""Mèdchen in Uniform""}, {""cast"": 1})"
What is the movie Nosferatu about? Can you provide a brief summary?,"db.movies.find({""title"":""Nosferatu""}, {""plot"":1})"
What is the most common genre of movies that Alain Resnais directs?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Alain Resnais"" } }, { ""$unwind"": ""$genres"" }, { ""$group"": { ""_id"": ""$genres"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
How many audience reviews have been submitted for the movie The Champ?,"db.movies.find({ ""title"": ""The Champ"" }, { ""tomatoes.viewer.numReviews"": 1 })"
"How long, in total, are all the movies that Ethan Coen has directed?","db.movies.aggregate([{ ""$match"": { ""directors"": ""Ethan Coen"" } }, { ""$group"": { ""_id"": null, ""totalRuntime"": { $sum: ""$runtime"" } } }])"
who's the director of Final Accord?,"db.movies.find({""title"": ""Final Accord""}, {""directors"": 1})"
what was the release date of the movie Mary of Scotland?,"db.movies.find({""title"": ""Mary of Scotland""}, {""released"": 1})"
what was the release year of the movie Metropolis?,"db.movies.find({""title"": ""Metropolis""}, {""year"": 1})"
What type of movie is He Who Gets Slapped ?,"db.movies.find({""title"":""He Who Gets Slapped""}, {""genres"":1})"
"the film A Damsel in Distress,  was written by who?","db.movies.find({""title"": ""A Damsel in Distress""}, {""writers"": 1})"
How many votes does the movie Our Hospitality have on IMDb?,"db.movies.find({""title"":""Our Hospitality""}, {""imdb.votes"":1})"
How many votes does the movie Gold Diggers of 1935 have on IMDb?,"db.movies.find({""title"":""Gold Diggers of 1935""}, {""imdb.votes"":1})"
How many audience reviews have been submitted for the movie The Strong Man?,"db.movies.find({ ""title"": ""The Strong Man"" }, { ""tomatoes.viewer.numReviews"": 1 })"
What languages are spoken in the movie Dracula ?,"db.movies.find({""title"": ""Dracula""}, { ""languages"": 1})"
the movie The Champ starred which actors?,"db.movies.find({""title"": ""The Champ""}, {""cast"": 1})"
who directed the movie Tol'able David?,"db.movies.find({""title"": ""Tol'able David""}, {""directors"": 1})"
how many awards did Snow White and the Seven Dwarfs win?,"db.movies.find({""title"":""Snow White and the Seven Dwarfs""}, {""awards.wins"":1})"
What is the IMDb rating for the movie Two Seconds ?,"db.movies.find({""title"":""Two Seconds""}, {""imdb.rating"":1})"
which person directed Little Women?,"db.movies.find({""title"": ""Little Women""}, {""directors"": 1})"
what year was the movie In Old Arizona released?,"db.movies.find({""title"": ""In Old Arizona""}, {""year"": 1})"
the movie Intolerance: Love's Struggle Throughout the Ages starred which actors?,"db.movies.find({""title"": ""Intolerance: Love's Struggle Throughout the Ages""}, {""cast"": 1})"
What is the audience rating of the movie Modern Times ?,"db.movies.find({ ""title"": ""Modern Times"" },{ ""tomatoes.viewer.rating"": 1 })"
Can you provide more information about the Rotten Tomatoes rating for the movie Maria Chapdelaine?,"db.movies.find({""title"": ""Maria Chapdelaine""}, { ""tomatoes.critic"": 1, ""tomatoes.viewer"": 1, ""tomatoes.consensus"": 1 })"
the movie Our Hospitality was directed by who?,"db.movies.find({""title"": ""Our Hospitality""}, {""directors"": 1})"
What is the IMDb rating for the film The Last of the Mohicans?,"db.movies.find({""title"": ""The Last of the Mohicans""}, {""imdb.rating"": 1})"
who is the writer of In the Land of the Head Hunters?,"db.movies.find({""title"": ""In the Land of the Head Hunters""}, {""writers"": 1})"
What type of movie is The Devil Is a Woman ?,"db.movies.find({""title"":""The Devil Is a Woman""}, {""genres"":1})"
What is the movie Under the Roofs of Paris about? Can you provide a brief summary?,"db.movies.find({""title"":""Under the Roofs of Paris""}, {""plot"":1})"
who directed the film The Ghost Goes West?,"db.movies.find({""title"": ""The Ghost Goes West""}, {""directors"": 1})"
Could you tell me which movie that Tim Burton directed has the longest runtime?,"db.movies.find({""directors"":""Tim Burton""}, {""title"": 1, ""runtime"": 1}).sort({""runtime"": -1}).limit(1)"
What is the consensus among critics about the movie Three Little Pigs ?,"db.movies.find({""title"": ""Three Little Pigs""}, {""tomatoes.consensus"": 1})"
Which motion pictures were directed by Alfred Hitchcock?,"db.movies.find({""directors"": ""Alfred Hitchcock""},{""title"":1})"
Queen Kelly was directed by who?,"db.movies.find({""title"": ""Queen Kelly""}, {""directors"": 1})"
who are the actors in the movie Scrooge?,"db.movies.find({""title"": ""Scrooge""}, {""cast"": 1})"
which company produced the film The Cameraman?,"db.movies.find({""title"":""The Cameraman""}, {""tomatoes.production"":1})"
How did the audience and critics receive 7th Heaven?,"db.movies.find({""title"":""7th Heaven""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
what is the film Cavalcade imdb rating?,"db.movies.find({""title"": ""Cavalcade""}, {""imdb.rating"": 1})"
who was L'opèra de quat'sous written by?,"db.movies.find({""title"": ""L'opèra de quat'sous""}, {""writers"": 1})"
how many awards did Toni win?,"db.movies.find({""title"":""Toni""}, {""awards.wins"":1})"
What is the MPAA rating of the movie Les Misèrables?,"db.movies.find({""title"":""Les Misèrables""}, {""rated"":1})"
what is the full plot for the movie The Sin of Madelon Claudet?,"db.movies.find({""title"": ""The Sin of Madelon Claudet""}, {""fullplot"": 1})"
Has the movie The Informer won any awards?,"db.movies.find({""title"":""The Informer""}, {""awards.wins"":1})"
what is the movie A Day in the Country description ?,"db.movies.find({""title"": ""A Day in the Country""}, {""plot"": 1})"
How many votes does the movie In the Land of the Head Hunters have on IMDb?,"db.movies.find({""title"":""In the Land of the Head Hunters""}, {""imdb.votes"":1})"
What is the ID of the movie Anthony Adverse on IMDB?,"db.movies.find({""title"": ""Anthony Adverse""}, {""imdb.id"": 1})"
Can you provide a detailed summary of the movie The Last Command plot?,"db.movies.find({ ""title"": ""The Last Command"" }, { ""fullplot"": 1})"
Which of Federico Fellini's movies has the highest Rotten Tomatoes rating?,"db.movies.find({""directors"": ""Federico Fellini"", ""tomatoes.critic.rating"": {""$exists"": true}}, {""title"": 1, ""_id"": 0}).sort({""tomatoes.critic.rating"": -1}).limit(1)"
Can you give me a brief summary of the movie Alice Adams plot?,"db.movies.find({""title"":""Alice Adams""}, {""plot"":1})"
who was the writer of Nanook of the North?,"db.movies.find({""title"": ""Nanook of the North""}, {""writers"": 1})"
what is the film Scarface about?,"db.movies.find({""title"": ""Scarface""}, {""plot"": 1})"
I'm curious about the films that were directed by Ridley Scott. Can you name them?,"db.movies.find({""directors"": ""Ridley Scott""},{""title"":1})"
what was the release year of the film Peter Pan?,"db.movies.find({""title"": ""Peter Pan""}, {""year"": 1})"
the movie Eskimo starred who?,"db.movies.find({""title"": ""Eskimo""}, {""cast"": 1})"
who acted in the film The Lower Depths?,"db.movies.find({""title"": ""The Lower Depths""}, {""cast"": 1})"
which person wrote the film The Land Beyond the Sunset?,"db.movies.find({""title"": ""The Land Beyond the Sunset""}, {""writers"": 1})"
"When was the movie Laugh, Clown, Laugh released?","db.movies.find({""title"":""Laugh, Clown, Laugh""}, {""released"":1})"
What are the genres this movie Hallelujah belongs to?,"db.movies.find({""title"":""Hallelujah""}, {""genres"":1})"
How many viewer reviews did the movie Show People receive on Rotten Tomatoes?,"db.movies.find({""title"":""Show People""}, {""tomatoes.viewer.numReviews"":1})"
which person wrote the film The Wind?,"db.movies.find({""title"": ""The Wind""}, {""writers"": 1})"
When was the movie I Am a Fugitive from a Chain Gang released?,"db.movies.find({""title"":""I Am a Fugitive from a Chain Gang""}, {""released"":1})"
What is the runtime of the movie Les Misèrables ?,"db.movies.find({""title"": ""Les Misèrables""}, { ""runtime"": 1})"
what is the genre for the movie Four Sons?,"db.movies.find({""title"": ""Four Sons""}, {""genres"": 1})"
What is the Tomatometer score of the movie Swedenhielms Family ?,"db.movies.find({ ""title"": ""Swedenhielms Family"" },{ ""tomatoes.critic.meter"": 1 })"
Who is the lead actress of the movie Modern Times ?,"db.movies.find({""title"": ""Modern Times""}, {""cast"":{""$slice"": 1},""title"":1})"
Can you provide me with a list of Stanley Kubrick-directed movies with the highest ratings?,"db.movies.find({""directors"": 'Stanley Kubrick', ""imdb.rating"": {""$gt"": 8.5}})"
When was the Tomatometer score and other Tomato-related information last updated for the movie The Fall of the House of Usher?,"db.movies.find({""title"": ""The Fall of the House of Usher""}, { ""tomatoes.lastUpdated"": 1})"
"Has The Blue Bird won any awards? If so, which ones?","db.movies.find({""title"":""The Blue Bird"",""awards.wins"": {""$gt"": 0}}, {""awards.text"": 1})"
What is the consensus among critics about the movie The Dark Angel?,"db.movies.find({""title"": ""The Dark Angel""}, { ""tomatoes.consensus"": 1})"
which person wrote Under the Roofs of Paris?,"db.movies.find({""title"": ""Under the Roofs of Paris""}, {""writers"": 1})"
who stars in Seven Chances?,"db.movies.find({""title"": ""Seven Chances""}, {""cast"": 1})"
who wrote the screenplay for Dekigokoro?,"db.movies.aggregate([ { ""$match"": { ""title"":""Dekigokoro""} }, { ""$project"": { ""_id"": 0, ""writers"": {""$filter"": { ""input"": ""$writers"", ""as"": ""writer"", ""cond"": { ""$regexMatch"": { ""input"": ""$$writer"", ""regex"": ""screenplay"", ""options"":""i"" } } } } } }])"
what was the genre of the movie The Invisible Ray?,"db.movies.find({""title"": ""The Invisible Ray""}, {""genres"": 1})"
